directors,title,rate,actors,cover,detailLink,year,types,country,lang,time,movieTime,comment_len,stars,summary,comments,imgList,movieUrl,movieUrl_img,likeTitle,likeCover,likeLink
"林玉芬,梁胜权,曹华,黄肖英",无忧渡,7.3,"任嘉伦,宋祖儿,宣言,范帅琦,赫雷",https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2920419581.jpg,https://movie.douban.com/subject/35496391/,2025,"剧情,奇幻,古装", 中国大陆, 汉语普通话,2025-04-12,36,45768,"20.7%,38.9%,28.4%,9.5%,2.6%","繁华的广平城，人妖共存，妖擅长隐匿形迹，伪装成人，却不被人所知。富家千金半夏（宋祖儿 饰）有一双奇怪的眼睛，经常能看到那些子虚乌有的影子。因为这个，无论她多么循规蹈矩、乖巧懂事，仍会被人在背地叫做""疯子""。半夏戳破了堂嫂是妖的秘密，引来追杀，就此和捉妖师宣夜（任嘉伦 饰）相识。宣夜对半夏眼睛的轻轻一吻，让她彻底看清了这个人妖共存的世界。他们一起调查了广平城中的碧玉梨回春、九命猫换命、《广平春晓图》一日轮回等多起诡异之事后，关系日渐亲密。但宣夜背负的秘密，却将半夏一次次推开，因为他逐渐发现，自己虽身为捉妖师，却很有可能也是妖……","[{""user"": ""\u5b66\u4e0d\u5b8c\u600e\u4e48\u529e\ud83d\ude2a"", ""star"": ""40"", ""time"": ""2025-04-12 19:26:04"", ""content"": ""\u770b\u4e4b\u524d\uff1a\u7231\u60c5\u5267\uff1b\u770b\u4e4b\u540e\uff1a\u5355\u5143\u6545\u4e8b+\u5947\u5e7b+\u5fd7\u602a+\u4e2d\u5f0f\u6050\u6016\u3002\u8981\u7d20\u5bf9\u5473\uff0c\u5df2\u5148\u5165\u80a1""}, {""user"": ""kwfjsqj"", ""star"": ""30"", ""time"": ""2025-04-12 19:04:26"", ""content"": ""\u56fd\u8d85\u54e5\u54e5\u8bf4\u53f0\u8bcd\u4f9d\u7136\u662f\u997f\u4e86\u4e09\u5929\u996d\u6709\u6c14\u65e0\u529b\uff0c\u7956\u513f\u9762\u76f8\u53d8\u4e86\u4e0d\u8ba8\u559c\u4f46\u662f\u5267\u60c5\u80fd\u770b\u3002\u80fd\u770b\u7684\u539f\u56e0\u8fd8\u662f\u6797\u7389\u82ac\u5bfc\u6f14\u4f1a\u62cd\uff0c\u82ac\u82ac\u5e74\u7eaa\u4e5f\u5927\u4e86\u4e5f\u4e0d\u77e5\u9053\u4ee5\u540e\u8fd8\u63a5\u4e0d\u63a5\u6d3b\u513f\u5bfc\u620f\uff0c\u80fd\u64ad\u51fa\u4e5f\u7b97\u662f\u82ac\u513f\u7684\u5c65\u5386\u6765\u4e86\u4e2a\u5706\u6ee1\u3002""}, {""user"": ""\u67af\u8363\u52ff\u5ff5"", ""star"": ""20"", ""time"": ""2025-04-12 18:52:32"", ""content"": ""\u8fd9\u4e9b\u6709\u6c14\u65e0\u529b\u7684\u539f\u58f0\u554a\uff0c\u8fd8\u4e0d\u5982\u914d\u97f3\u5462""}, {""user"": ""\u6eaa"", ""star"": ""30"", ""time"": ""2025-04-26 00:31:39"", ""content"": ""\u7ed3\u5c40he\u7684\u8bdd\u5b8c\u5168\u662f\u4e94\u661f\uff0c\u4f46\u8fd9\u4e2a\u7ed3\u5c40\u8ba9\u6211\u564e\u5f97\u614c\uff0c\u7537\u5973\u4e3b\u6700\u540e\u597d\u50cf\u90fd\u4e0d\u548b\u7231\u4e86\uff0c\u5c24\u5176\u7537\u4e3b\uff0c\u6211\u5b8c\u5168\u611f\u53d7\u4e0d\u5230\u4ed6\u7684\u7231\u610f\u4e86\u3002\u5982\u679c\u8fd9\u662f\u5f53\u521d\u7684\u5907\u9009\u7ed3\u5c40\uff0c\u90a3\u5e94\u8be5\u7b2c\u4e00\u4e2a\u88abpass\u6389\u624d\u5bf9\u3002\u641e\u5f97\u7537\u5973\u4e3b\u524d\u9762\u90a3\u4e48\u591a\u96c6\u7684\u7231\u50cf\u4e00\u4e2a\u7b11\u8bdd\u3002\u6700\u540e\u4e00\u96c6\u7ed9\u6211\u7684\u611f\u89c9\u662f\u7537\u4e3b\u7d2f\u4e86\uff0c\u5973\u4e3b\u4e5f\u7d2f\u4e86\uff0c\u6240\u6709\u4eba\u8d76\u65f6\u95f4\u5b8c\u6210\u805a\u9910\uff0c\u7537\u4e3b\u56de\u53bb\u4e0a\u73ed\uff0c\u5973\u4e3b\u7ee7\u7eed\u81ea\u5df1\u7684\u751f\u6d3b\u3002\u597d\u5427\uff0c\u6211\u4e5f\u770b\u7d2f\u4e86\u3002""}, {""user"": ""\u87ba\u86f3\u7c89\u72c2\u70ed\u8005"", ""star"": ""20"", ""time"": ""2025-04-12 19:00:38"", ""content"": ""\u5f88\u5931\u671b\u554a\uff0c\u6309\u9053\u7406\u8bf4\u8fd9\u4e2a\u9898\u6750\u86ee\u597d\u62cd\u7684\uff0c\u53ef\u662f\u6ca1\u60f3\u56fdchao\u539f\u58f0\u8fd9\u4e48\u707e\u96be\u554a\uff0c\u771f\u7684\u5f88\u96be\u770b\u4e0b\u53bb\u4e86""}]","https://img1.doubanio.com/view/photo/sqxs/public/p2920529928.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2920337886.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2920568863.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2920532965.jpg",https://movie.douban.com/trailer/304378/#content,https://img1.doubanio.com/img/trailer/medium/2891836069.jpg,流水迢迢,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2912969884.jpg,https://movie.douban.com/subject/34900026/?from=subject-page
陆川,借命而生,7.1,"秦昊,韩庚,钟楚曦,史彭元,林博洋",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2920433932.jpg,https://movie.douban.com/subject/36217758/,2025,"剧情,悬疑,犯罪", 中国大陆, 汉语普通话,2025-04-18,60,18543,"20.9%,32.3%,29.0%,14.4%,3.4%",九十年代初，心怀刑警理想却困守看守所的杜湘东，意外察觉在押犯徐文国、姚斌彬的非凡学识与制造能力，颇为欣赏。然而随着调查深入，两人秘密研制枪械并涉嫌杀害六机厂车间主任李超的案件浮出水面，昔日同窗刑警张向阳与自己对真相的判断截然相反，促使杜湘东孤身踏上破案之路。未料转运二犯的押解途中惊生变故，两人趁机脱逃，杜湘东竭力将姚斌彬逮捕，而徐文国则遁入茫茫人海。从此，杜湘东展开了一场对徐文国长达二十余年的追捕。这场追捕不仅渗透进他们亲人朋友的生活，甚至变成了两人命运的驱动和底色。在时代洪流的裹挟中，书写着平凡众生隐忍中的璀璨光芒，为那些扎根泥土却仰望星空的坚韧灵魂，谱就一曲荡气回肠的生命史诗。,"[{""user"": ""\u4e09\u676f\u4e24\u76cf\u6de1\u97ed\u01d0\u01d0"", ""star"": ""20"", ""time"": ""2025-04-18 21:20:39"", ""content"": ""\u597d\u4e86\uff0c\u8ff7\u96fe\u53c8\u53cc\u53d2\u53d5\u6251\u4e86\u3002\u9646\u5ddd\u679c\u7136\u4e0d\u4f1a\u53d9\u4e8b\uff0c\u4e00\u5806\u7a7a\u955c\u53e0\u52a0\u6162\u955c\u5934\uff0c\u6574\u4e2a\u5f00\u5934\u5168\u65e0\u6548\u4fe1\u606f\uff0c\u8fd9\u662f\u60ac\u7591\u5417\uff1f\uff1f\uff1f\u6d6a\u8d39\u4e86\u5f20\u4e1c\u5347+\u4e25\u826f+\u9ad8\u542f\u76db\u3002""}, {""user"": ""\u7433\u8fbe"", ""star"": ""30"", ""time"": ""2025-04-18 21:51:22"", ""content"": ""\u9646\u5ddd\u662f\u771f\u4e0d\u4f1a\u8bb2\u6545\u4e8b\uff0c\u4e1c\u4e00\u6994\u5934\u897f\u4e00\u68d2\u5b50\uff0c\u524d\u811a\u8fd8\u5728\u67e5\u6848\u5b50\uff0c\u540e\u811a\u5c31\u83ab\u540d\u5176\u5999\u7528\u5927\u91cf\u7684\u7bc7\u5e45\u641e\u5bf9\u8c61\u2026\u8fd9\u4e0d\u662f\u8ff7\u96fe\uff0c\u662f\u8111\u96fe\u2026""}, {""user"": ""\u65e0\u590d\u70df\u706b"", ""star"": ""30"", ""time"": ""2025-04-18 22:45:06"", ""content"": ""\u949f\u59d0\u8fd9\u6bb5\u6e38\u79bb\u4e8e\u4e3b\u7ebf\u4e4b\u5916\u7684\u604b\u7231\u620f\uff0c\u4e0d\u5f97\u4e0d\u8bf4\u770b\u7740\u8fd8\u662f\u633a\u5c34\u5c2c\u7684\uff0c\u76ee\u524d\u4e5f\u6ca1\u6709\u770b\u51fa\u4f1a\u5e76\u7ebf\u7684\u53ef\u80fd\u3002\u4e0d\u8fc7\u5267\u96c6\u7684\u60ac\u7591\u611f\u5012\u662f\u94fa\u9648\u5f97\u4e0d\u9519\uff0c\u6027\u683c\u53cd\u5dee\u6781\u5927\u7684\u5acc\u7591\u4eba\uff0c\u8c8c\u4f3c\u5168\u5458\u6076\u4eba\u7684\u5382\u804c\u5de5\uff0c\u9646\u5ddd\u6211\u53ef\u4ee5\u518d\u4fe1\u4f60\u4e00\u56de\u5417\u3002\u3002""}, {""user"": ""\u6708\u8272\u83ab\u540d"", ""star"": ""40"", ""time"": ""2025-04-18 21:04:02"", ""content"": ""\u9646\u5ddd\u4f60\u65e9\u62cd\u8ff7\u96fe\u5267\u573a\u4e0d\u6ca1\u4e8b\u513f\u4e86\u5417\u3002""}, {""user"": ""\u5317\u4eac\u79c0\u624d"", ""star"": ""20"", ""time"": ""2025-04-18 20:42:25"", ""content"": ""\u867d\u7136\u4e0d\u662f\u60ac\u7591\u5267\u9ed1\u6f06\u6f06\u7684\u5e95\u8272\u4e86\uff0c\u4e0d\u8fc7\u76d1\u72f1\u65e5\u5e38\u591a\uff0c\u5211\u4fa6\u90e8\u5206\u5c11\uff0c\u91cd\u70b9\u4e24\u4e2a\u72af\u4eba\u8ddf\u79e6\u660a\u620f\u4efd\u6bd4\u6709\u70b9\u5931\u8861\uff0c\u8fd9\u4e9b\u90fd\u65e0\u6240\u8c13\uff0c\u5f00\u5934\u90a3\u573a\u76f8\u4eb2\u620f\u4efd\uff0c\u955c\u5934\u4ece\u5c60\u5bb0\u573a\u80d6\u5973\u5de5\u79fb\u52a8\u5230\u6848\u677f\u4e0a\u7684\u732a\uff0c\u7136\u540e\u7537\u4e3b\u60f3\u8d70\uff0c\u53c8\u79fb\u52a8\u5230\u67d4\u5149\u6ee4\u955c\u6f02\u4eae\u7684\u949f\u695a\u66e6\uff0c\u8981\u8868\u73b0\u4e00\u89c1\u949f\u60c5\u975e\u5f97\u7528\u8fd9\u4e2a\u65b9\u6cd5\u4e48\uff1f""}]","https://img1.doubanio.com/view/photo/sqxs/public/p2913411688.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2913411720.jpg,https://img2.doubanio.com/view/photo/sqxs/public/p2920589351.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2920356422.jpg",https://movie.douban.com/trailer/320266/#content,https://img9.doubanio.com/img/trailer/medium/2920433895.jpg,乌云之上,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2920022670.jpg,https://movie.douban.com/subject/36250591/?from=subject-page
金元锡,苦尽柑来遇见你,9.5,"李知恩,朴宝剑,文素利,朴解浚,廉惠兰",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2919197538.jpg,https://movie.douban.com/subject/36053256/,2025,"剧情,爱情,历史", 韩国, 韩语,2025-03-07,45,82908,"82.1%,13.1%,3.2%,0.7%,0.9%",该剧讲述叛逆勇敢的爱纯（李知恩 饰）与坚定不移的宽植（朴宝剑 饰）在济州岛花开花落四季中的动人故事。,"[{""user"": ""\u76f4\u4e0d\u9640\u87ba"", ""star"": ""50"", ""time"": ""2025-03-08 15:12:48"", ""content"": ""\u5987\u5973\u8282\u8fde\u770b\u4e86\u56db\u96c6\uff0c\u6bcf\u96c6\u90fd\u65e0\u6cd5\u6291\u5236\u5730\u5927\u54ed\u3002\u4e00\u4e2a\u5c11\u5973\uff0c\u5982\u679c\u5979\u6ca1\u6709\u94b1\uff0c\u53c8\u5411\u5f80\u81ea\u5c0a\u4e0e\u81ea\u7531\uff0c\u5c31\u4f1a\u53d1\u73b0\u5168\u4e16\u754c\u90fd\u5728\u4e0e\u5979\u4f5c\u5bf9\u3002\u5c11\u5973\u4eec\uff0c\u5728\u8fd9\u6837\u7684\u4e16\u754c\u91cc\u751f\u6d3b\uff0c\u8f9b\u82e6\u4e86\u3002""}, {""user"": ""momo"", ""star"": ""50"", ""time"": ""2025-03-23 01:22:45"", ""content"": ""\u66fe\u7956\u6bcd\u5728\u6218\u524d\u5356\u6c64\u996d\uff0c\u59e5\u59e5\u5728\u6c34\u91cc\u6eda\uff0c\u5988\u5988\u5728\u5730\u4e0a\u8dd1\uff0c\u5973\u513f\u624d\u80fd\u5728\u5929\u4e0a\u98de\u3002""}, {""user"": ""\u767e\u5c81\u5c71(\u521b\u4e1a\u4e2d"", ""star"": ""50"", ""time"": ""2025-03-07 22:31:21"", ""content"": ""\u5355\u7eaf\u4e0d\u559c\u6b22\u8fd9\u4e2a\u4e2d\u6587\u7ffb\u8bd1\u7684\u6807\u9898\uff0c\u628a\u5973\u6027\u4e3b\u4f53\u7684\u53d9\u4e8b\u53c8\u53d8\u6210melo\u5411\u7684\u4e86\uff0c\u8fd8\u662f\u76f4\u8bd1\u7684\u8f9b\u82e6\u4e86\u591a\u597d""}, {""user"": ""BUTTER\u90a3\u4e2aFLY"", ""star"": ""50"", ""time"": ""2025-03-07 23:47:29"", ""content"": ""\u5f53\u6211\u4e03\u5341\u5c81\uff0c\u6211\u6700\u60f3\u5ff5\u7684\u4eba\u8fd8\u662f\u6211\u7684\u5988\u5988\u3002""}, {""user"": ""\u6211\u662f\u4e00\u53ea\u8001\u864e"", ""star"": ""50"", ""time"": ""2025-03-10 06:52:31"", ""content"": ""\u201c\u4e3a\u4ec0\u4e48\u7537\u5b69\u5b50\u79c1\u5954\u5c31\u662f\u82f1\u96c4 \u5973\u5b69\u5b50\u79c1\u5954\u5c31\u662f\u4e00\u751f\u7684\u803b\u8fb1\u201d""}]","https://img3.doubanio.com/view/photo/sqxs/public/p2919277383.jpg,https://img2.doubanio.com/view/photo/sqxs/public/p2918130421.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2919198255.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2919197573.jpg",https://movie.douban.com/trailer/320032/#content,https://img3.doubanio.com/img/trailer/medium/2919683047.jpg,机智医生生活,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2586800409.jpg,https://movie.douban.com/subject/33464863/?from=subject-page
"阿丽·潘基乌,托比·海恩斯,王昊鹭,大卫·斯雷德,克里斯托弗·巴雷特,卢克·泰勒",黑镜 第七季,8.7,"拉什达·琼斯,克里斯·奥多德,翠西·艾利斯·罗斯,西耶娜·凯利,罗西·麦克尤恩",https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2920242376.jpg,https://movie.douban.com/subject/36653963/,2025,"剧情,科幻,悬疑,惊悚,犯罪", 美国," 英语 , 汉语普通话",2025-04-10,66,25497,"47.7%,40.5%,10.2%,1.1%,0.5%",震碎你的三观，震碎你的认知。艾美奖得奖影集重磅回归，带来六则全新故事。看透表象，真相镜中见。,"[{""user"": ""\u8482\u83ab\u897f"", ""star"": ""50"", ""time"": ""2025-04-11 12:51:36"", ""content"": ""\u7b2c\u4e09\u96c6\u5b9e\u5728\u662f\u592a\u597d\u54ed\u4e86\uff0c\u4e94\u661f\u5168\u7ed9\u8fd9\u4e00\u96c6\u3002\u6267\u5bfc\u7684\u662f\u4e2d\u56fd\u5973\u5bfc\u6f14\u738b\u660a\u9e6d""}, {""user"": ""\u5c0f\u4e1c\u61d2\u5f97\u52a8"", ""star"": ""40"", ""time"": ""2025-04-10 21:28:09"", ""content"": ""\u767e\u5ea6\u8fd9\u4e2a\u516c\u53f8\u73b0\u5728\u5728\u6211\u5fc3\u4e2d\u7684\u5f62\u8c61\u6709\u591a\u5dee\u5462\uff0c\u6253\u4e2a\u6bd4\u65b9\uff0c\u770b\u9ed1\u955c\u7b2c\u4e03\u5b63\u7b2c\u4e00\u96c6\u7684\u65f6\u5019\uff0c\u6211\u7684\u8111\u6d77\u4e00\u76f4\u56de\u8361\uff1a\u8fd9\u7edd\u5bf9\u662f\u767e\u5ea6\u80fd\u5e72\u5f97\u51fa\u6765\u7684\u4e8b\u513f\u3002""}, {""user"": ""\u8be5\u7528\u6237\u5df1\u6ce8\u9500"", ""star"": ""50"", ""time"": ""2025-04-10 18:14:06"", ""content"": ""\u7b2c\u4e09\u96c6\u597d\u770b\u5230\u5168\u8eab\u98a4\u6296\u2026\u2026""}, {""user"": ""\u8c46\u53cb41509691"", ""star"": ""50"", ""time"": ""2025-04-11 00:55:46"", ""content"": ""\u56e0\u4e3a\u7b2c\u4e09\u96c6 \u6211\u5c06\u65e0\u9650\u6eba\u7231\u672c\u5b63\u3002\u559c\u6b22\u7684\u6f14\u5458 \u6293\u4eba\u7684\u5267\u60c5 \u7ec6\u817b\u7684\u60c5\u611f\u523b\u753b literally kill me\ud83e\udd72 \u5f88\u597d\u54ed \u68a6\u5973\u7684\u7a76\u6781\u68a6\u60f3\u4e86""}, {""user"": ""\u60f3\u517b\u732b\u7684\u7b71\u5148\u751f"", ""star"": ""50"", ""time"": ""2025-04-11 08:22:23"", ""content"": ""\u592a\u771f\u5b9e\u4e86\uff0c\u4e0d\u5347\u7ea75G\u5c31\u9650\u5236\u4f60\u5e26\u5bbd\uff0c\u8fd8\u5404\u79cd\u5e7f\u544a\u8f70\u70b8\u4f60\uff0c\u548c\u51e0\u5bb6\u8fd0\u8425\u5546\u7684\u6240\u4f5c\u6240\u4e3a\u4e00\u4e00\u6a21\u4e00\u6837\uff0c\u6162\u6162\u628a\u4eba\u903c\u75af\u2026""}]","https://img1.doubanio.com/view/photo/sqxs/public/p2919343040.jpg,https://img1.doubanio.com/view/photo/sqxs/public/p2920400210.jpg,https://img3.doubanio.com/view/photo/sqxs/public/p2920400163.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2920296556.jpg",https://movie.douban.com/trailer/320100/#content,https://img1.doubanio.com/img/trailer/medium/2919924909.jpg,人生切割术 第一季,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2870952920.jpg,https://movie.douban.com/subject/34885342/?from=subject-page
谭嘉言,沙尘暴,8.0,"段奕宏,王锵,张佳宁,张瑶,杨新鸣",https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2919690721.jpg,https://movie.douban.com/subject/36305412/,2025,"剧情,悬疑,犯罪", 中国大陆, 汉语普通话,2025-03-28,69,26722,"26.9%,51.9%,18.4%,2.1%,0.7%",一桩焚尸旧案被重查，基层民警陈江河（段奕宏 饰）也被紧急调回。当他再次进入小城，搅局的骗子、撒谎的真凶、复仇的牺牲者，犹如一场沙尘暴将他笼罩其中。但他坚信罪恶皆有源，再大的风暴也终会平息，天地总会恢复澄澈。,"[{""user"": ""GoldenSlut"", ""star"": ""30"", ""time"": ""2025-03-29 13:47:06"", ""content"": ""2025\u4e86\u4f60\u751a\u81f3\u8fd8\u80fd\u770b\u5230\u6709\u4eba\u5728\u8c46\u74e3\u6311\u5254\u6bb5\u5955\u5b8f\u7684\u6f14\u6280\uff0c\u8001\u6bb5\u7684\u6f14\u6280\u5b8c\u5168\u6ca1\u95ee\u9898\u3002""}, {""user"": ""izumi"", ""star"": ""30"", ""time"": ""2025-04-05 22:19:08"", ""content"": ""\u7ed3\u5c40\u4e3a\u4ec0\u4e48\u4e0d\u662f\u5218\u76c8\u76c8\u5200\u4e86\u738b\u826f\uff1f\u4e3a\u4ec0\u4e48\u8981\u4e0a\u6f14\u4e3a\u5bf9\u65b9\u627f\u62c5\u4e00\u5207\u7684\u620f\u7801\uff1f\u88ab\u5f3a\u5978\u72af\u611f\u52a8\u7684\u8fd9\u79cd\u6545\u4e8b\u5230\u5e95\u8c01\u559c\u6b22\u770b\u554a\ud83e\udd2e""}, {""user"": ""\u51cc\u6668\u545b"", ""star"": ""40"", ""time"": ""2025-04-05 19:59:22"", ""content"": ""\u738b\u9535\u662f\u600e\u4e48\u585e\u8fdb\u6765\u7684\uff0c\u7b2c\u4e00\u6b21\u770b\u5230\u6f14\u6280\u5982\u6b64\u683c\u683c\u4e0d\u5165\u7684\u4e3b\u6f14""}, {""user"": ""colorful"", ""star"": ""40"", ""time"": ""2025-04-03 22:48:12"", ""content"": ""\u770b\u5b8c\u4e86\uff0c\u62538\u5206\uff0c\u5f3a\u8fc7\u5927\u90e8\u5206\u60ac\u7591\u7247\uff0c\u4e0d\u8fc7\u6bd4\u90a3\u4e9b\u9876\u5c16\u7684\u8fd8\u662f\u6709\u4e9b\u903b\u8f91\u4e0a\u7684\u786c\u4f24\uff0c\u5218\u76c8\u76c8\u60f3\u62a5\u590d\u4ed6\u4eec\u7236\u5b50\uff0c\u5b8c\u5168\u53ef\u4ee5\u53bb\u62a5\u6848\uff0c\u8bf48\u5e74\u524d\u4eba\u662f\u5927\u798f\u6740\u7684\uff0c\u8fd9\u6837\u5927\u798f\u6d3b\u4e0d\u4e86\uff0c\u4e09\u6210\u4e5f\u80fd\u6c14\u6b7b\uff0c\u6ca1\u5fc5\u8981\u642d\u4e0a\u5979\u8ddf\u738b""}, {""user"": ""\u6f2b\u6f2b\u4e91\u7aef"", ""star"": ""30"", ""time"": ""2025-04-03 17:13:48"", ""content"": ""\u7ec8\u4e8e\u53c8\u7b49\u5230\u4e86\u4e00\u90e8\u771f\u6b63\u610f\u4e49\u4e0a\u7684\u60ac\u7591\u5267\n\u4f46\u662f\u5267\u60c5\u7684\u8d70\u5411\u8ba9\u6211\u89c9\u5f97\u6076\u5fc3\ud83e\udd2e\n\u738b\u826f/\u5218\u4e09\u6210/\u5218\u5927\u5fd7/\u4e01\u5b9d\u5143\u90fd\u4e0d\u662f\u4e2a\u4e1c\u897f\ud83d\ude21\ud83d\ude21\n\n\u6076\u5fc3\u4ee5\u4e0b\u60c5\u8282:\n\ud83d\udd38\u5218\u76c8\u76c8\u4e3a\u4e86\u517b\u80b2\u4e4b\u6069\u4e00\u6b21\u6b21\u8ba4\u547d\n\ud83d\udd38\u5218\u76c8\u76c8\u4e3a\u4e86\u6551\u591a\u591a\u8fd8\u8981\u8ddf\u738b\u826f\u751f\u4e00\u4e2a\n\ud83d\udd38\u5218\u76c8\u76c8/\u738b\u826f\u8f66\u4e0a\u62a2\u7740\u8ba4\u7f6a\ud83e\udd2e\n(\u6211\u591a\u5e0c\u671b\u8f66\u4e0a\u90a3\u4e00\u5200\u662f\u6765\u81ea\u5218\u76c8\u76c8\u7684\u62a5\u4ec7)\n\ud83d\udd38\u7537\u8b66\u5bdf\u95ee\u5218\u76c8\u76c8\u6bc1\u706d\u7684\u90a3\u4e2a\u95ee\u9898\ud83e\udd2e(\u5475\u5475 \u679c\u7136\u7537\u4eba\u89c6\u89d2)\n\ud83d\udd38\u5218\u76c8\u76c8\u5bf9\u7740\u738b\u826f\u5c38\u4f53\u75db\u54ed\u6d41\u6d95\n\ud83d\udd38\u738b\u826f\u5988\u7684\u906d\u9047\n\u6362\u505a\u6211\u7b2c\u4e00\u5929\u5c31\ud83d\udd2a\u4e86\u4ed6\u4eec\u4e00\u5bb6\u4eba...""}]","https://img9.doubanio.com/view/photo/sqxs/public/p2893744996.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2919841645.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2919806745.jpg,https://img9.doubanio.com/view/photo/sqxs/public/p2919799114.jpg",https://movie.douban.com/trailer/320086/#content,https://img2.doubanio.com/img/trailer/medium/2919808151.jpg,棋士,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2919567069.jpg,https://movie.douban.com/subject/36449461/?from=subject-page
